content,score
karena membantu untuk belajar bahasa lain ini memang bermanfaat ☺,5
bagus bgt bikin belajar nya gampang dan seru!,5
lumayan.. hatiku habis trus 💔🥀,3
this really helped me learn with a language I don't know,5
keren,5
kalo gabut bisa belajar bahasa inggris di duolingo karena sistemnya kayak kuis gitu aku suka,5
anak saya seneng banget katanya game ini bagus sekali bisa sambil belajar.,5
AAA KEMAMPUAN KU SEMAKIN MENINGKAT !!! 🤩🤩🤩 TERIMAKASIH DUOLINGO 🤍🤍🤍,5
"""Duolingo adalah aplikasi belajar bahasa asing yang benar-benar mengubah hidupku! Aku sudah mencoba banyak aplikasi belajar bahasa, tapi Duolingo adalah yang paling efektif dan menyenangkan. Dengan antarmuka yang sederhana dan intuitif, aku bisa belajar bahasa baru dengan mudah dan cepat. Fitur interaktif seperti permainan dan latihan pendengaran membuatku tetap terlibat dan tidak bosan. Aku suka bahwa aku bisa belajar kapan pun dan di mana pun aku mau, dan aku bisa melacak kemajuan aku.",5
yaaa lupp😻,5
bikin aku tau bahasa Inggris dan lancar pokonya melatih banget bahasa Inggris yang baru pemula,5
ya bagus banget kuisnya cepet banget nempel ke otak,5
"duolingo pls deh jangan nungguin hati sampai beberapa jam ,,,,,aku jadi nga sabar belajar nyaaa 😭😭.tambahin hati nya 10 aja ...",4
mantap sekali. rekomended untuk yang mau mempertajam bahasa loh,4
itu pelajaran yg menarik bagiku,5
"seru bangett, aku juga jadi cepet paham soal bahasa Inggris jadinya ga keliru lagi deh lop lop deh buat Duolingo",5
sangat bagus untuk pemula belajar bahasa,5
sangat bermanfaat dh berguna,5
𝘀𝗲𝗿𝘂 𝗯𝗮𝗻𝗴𝗲𝘁 𝗱𝗲𝗵 𝗴𝗮𝗺𝗲 𝗶𝗻𝗶 𝗯𝗶𝘀𝗮 𝗯𝗶𝗸𝗶𝗻 𝗸𝗶𝘁𝗮 𝗽𝗶𝗻𝘁𝗮𝗿 𝗯𝗮𝗵𝗮𝘀𝗮 𝗱𝗮𝗻 𝗺𝘁𝗸 𝗴𝗶𝘁𝘂 𝘀𝗲𝗿𝘂 𝗱𝗲𝗵 𝗮𝗸𝘂 𝗷𝗮𝗱𝗶 𝗺𝗮𝗶𝗻 𝘁𝗲𝗿𝘂𝘀 𝘀𝗮𝗺𝗽𝗮𝗶 𝗮𝗸𝘂 𝗽𝗲𝗿𝗶𝗻𝗴𝗸𝗮𝘁 𝟰,5
Edukasi yang baik,5
jadi seru belajar yang darinya bosen belajar bahasa Inggris sekarang sudah suka sedikit 👌🏻,5
setuju,5
"Gatau kenapa setiap main aplikasi ini, aku jadi ketiduran. Tolong buat gamenya lebih menyenangkan.",1
mantab,4
bagus bisa lh buat jaga jga kali mau pergi ke luar kota jadi liat ini aja belajar bahasa disini,5
dulu pernah main duolinggo udah mencapai level tertinggi tp stop krn sibuk kerja. akhirnya bisa maen lagi. walaupun gabut.,5
"duolingo gak bisa mendengarkan orang bicara bahasa , Bodoh",1
bagus sukaa,5
bagus,5
karena bisa belajar dengan tenang,5
belajar yang sangat menyenangkan.,5
"arti bahasanya terlalu kaku, kadang tidak bisa di klik jawabannya, jadinya salah banyak, karna aplikasi tidak di modifikasi dgn baik, kalau bisa jeda waktu ke soal berikutnya jgn terlalu lama dan bahasanya bisa di upgrade supaya jgn terlalu kaku, seperti bahasa yang dipakai jaman perang belum maju. dan juga sistem league turnamennya yg menurut saya tidak membantu dalam belajar, Karana hnya mengejar poin bukan fokus Pada pelajarannya, yg fungsinya apk sndri itu untuk belajar,",2
nice for learning,5
seru saat belajar game nya gampang di pahami anak-anak 9+ dan remaja 16+ sangat seru dan gampang! Jagan lupa dowload ya kita main bareeng!,5
seru,5
very good,4
"ternyata sangat menyenangkan menggunakan aplikasi duolingo ini dalam belajar bahasa, sangat membantu saya yang lagi belajar bahasa secara otodidak.",5
definisi belajar sambil bermain seruu abiss,5
"apk nya bagus cocok untuk pelajar sekolah SD,SMP, ataupun sma",5
hen shui,5
membantu bgttt walaupun aku masih susah belajarnya hehe bagussss❤️,5
sangat bagus jadi bisa bahasa English,5
👍👍👍👍👍,5
belajar bahasa Inggris dengan cara yang mudah dan gak bosenin asiik,4
"bagus banget apk nya cocok yang pemula, aku bisa bahasa inggris pun dari sini",5
mudah d mengerti dan cepat d pahami,5
sangat bagus,5
sangat berguna untuk anda yang ingin belajar bahasa karena metode pembelajaran yang simple mudah cepat dan menyenangkan 👍👍👍,5
karena adanya Duolingo sa bisa tau bahasa inggris,5
"permainan berlajar bahasa aku sangat senang ketika kita bisa belajar bahasa di duolingo atau mau berpergian bisa, mengganti permainan yang tidak belajar,atau disebut untuk mengganti game dan menambah ilmu berbahasa🥰🥰🥰😘😘😘😻😻😻😻😻😻",5
"bagus ,ada peringkatnya jadi terpacu untuk belajar , kalau bisa sosialnya juga bisa chatingan semoga bisa",4
bagus buat belajar terbaik lah pokoknya,5
Aplikasi belajar yang bagus,5
Masih coba2 msh ok lah,5
harus bgt premium ya klo niat belajar tu?,3
mantap👍👍,5
terbaik versi fans,5
🤗,5
bagus tuk latihan bahasa inggris,5
"duh ada kesalahan my scarf di linggo artinya syalmu,aku ada ss nya tapi gak bisa di kirim di sini",3
lumayan membantu,4
"das ist gut , für lernen sprachen",5
"bagus TPI kadang krng efektif karena kata"" yang di ajarkan terlalu simpel",5
"sangat membantu belajar bahasa,감사합니다",5
bagus ges,5
keren,5
sangat seru,5
game nya membantu bgt bt belajar,5
Lucu,5
uwaaaa... 너무 재밌어요 여러분... Karena udah kayak main game belajarnya jadi gk bosen. Terus bagian yg salah nanti bakal diulang lagi. Bisa listenjng juga reading...,5
baguss,5
"bagus banget, cuman gak bisa max.. padahal aku mau coba vc sambil bahasa inglis",5
"bagus ,sya jadi bisa🫶🫶",5
baguss,5
nice,5
sangat sangatt bangus untuk belajar,4
sangat cocok bagi pemula yg ingin belajar bahasa lainnya,5
karena aku bisa pintar bahasa dengan aplikasi Doulingo,5
"sangat bagus, mengasah otak😊",5
"belajar jadi lebih menyenangkan dan mudah ingat, makasih duolingo untuk aplksi yg sangat berguna untuk saya dan adik adik saya dalam berbahasa",5
"app nya bagus,TAPI MAKIN KESINI SOAL LGBT NYA MAKIN BANYAK , sedih sihh !!!!",1
"this apl really helped me, a don't know how to say, it is really great",5
apk ny sanggat membantu dan mudah dimengerti,5
asik,5
Good.,5
bagus banget,5
i like duolingo😍😍,5
"ini sangat membantu ku dalam mempelajari kosakata bahasa inggri, dari tinggkat rendah hingga tinggi! terima kasih telah membuat aplikasi ini! i'm very happy!😍😍",5
"aplikasi ini sangat cocok untuk belajar bahasa ,matematika, dan musik",5
keren banget,5
bagus banget apk nya ✨✨,5
karena bagus bikin jago bahasa,4
cukup bagus untuk membantu aku dalam belajar,5
sangat bagus,5
"bagus banget, dan juga gk bikin bosen, jadi cepat hafal",5
bagus,5
baguss,5
seruu bangett😆😆,5
"aku bisa belajar setiap hari , anak juga belajar bahasa Korea",5
seru sekaliiiii saya sukaa maksih duo lungo ilove youu!!!!,5
aku jadi bisa bahasa jepang,5
this is so good,5
easy learning,5
"aku harap, saya bisa lebih pandai bahasa Inggris, karena ingin ke luar negara",4
aplikasinya bagus,5
bagus bgt,5
bagus membantu saya untuk belajar bahasa asingg,4
bagus cuma ada iklan nya aja 🙏,5
"Kepada Tim Duolingo, Saya adalah pengguna setia Duolingo dan sangat menghargai upaya Anda dalam membuat pembelajaran bahasa menjadi menyenangkan dan interaktif. Salah satu aspek yang saya nikmati adalah fitur sosial seperti papan peringkat dan kemampuan untuk mengikuti teman. Namun, saya ingin memberikan masukan mengenai potensi peningkatan interaksi antar teman. Saya menyarankan untuk menambahkan fitur obrolan (chat) sederhana khusus bagi pengguna yang sudah saling mengikuti (friends).",3
ink bagus banget sih karena gua bisa kapanpun bisa pintar :),5
aplikasi ini seru dan bisa buat aku lebih mengerti tentang pelajaran bahasa Inggris,5
Sangat berguna untuk belajar di HP dari pada gem lain. Bagus banget loh pokoknya semua orang pada punya Duolinggo😊👍,5
"pas saya mau pake mikrofon kok ga bisa ya, kenapa ini, bisa di benerin gk, benerin dong",3
"sangat menyenangkan pikiran saya, bagus banget",4
sangat baik😊,5
behh ini aplikasi bikin aku jadii lancarr berbahasa Inggris. pokoknya aplikasi ini aku suka bangetttt,5
bagus dan masuk diotak,5
"sangat amat bermanfaat, ini pembelajarannya lebih ke bahasa yg no formal sih kebanyakan",5
"Setelah update terbaru ini, mendapatkan hati lewat iklan tidak lagi bisa. XP yang didapatkan jauh lebih sedikit. Kalau melompati pelajaran, tak ada tambahan runtunan. Hm... ini sih bukan update, tapi DOWNGRADE. ANDAI AJA BISA NGASIH 0 BINTANG!",1
"membantu saya untuk melatih kemampuan bahasa Inggris, terutama di listening dan reading",4
gracias duolingo 😘,5
aplikasi Duolingo ini membuat saya jauh lebih cerdas dalam berbicara bahasa Inggris dari biasanya,5
apk hijau yang bermanfaat dan daru tahun Ketahun perkembangan dan visualisasi yang luar biasa untuk belajar bahasa asing,5
"sangat bagus, hanya saja mikrofon saya entah kenapa soal yang pakai voice g bisa kedengaran, padahal sudah mengaktifkan perizinan mikrofon",5
sukkkaaaaa bngetttty,5
bagus bgt download lah pokonya,5
i love Duolingo,5
"bagus si,tp hatinya cpt habis JD mls",3
bagus,5
Sangat menarik,5
👍,5
aplikasi nya bagus dan Kita bisa belajar bahasa lainnya ( maaf GK nyambung 🙂),5
ngebantu banget buat bljr bhsa inggris uy🤧🫶,5
"yang paling kutakutkan adalah saat latihan berbicara selalu ku bicara dengan benar dan tidak terdengar sampai-sampai menjadi salah dan dikarenakan tidak terdengar saya menjadi mengeluarkan suara yang keras.sementara saya memberikan bintang tiga ⭐⭐⭐,karena sangat seru dan menyenangkan,dimohon untuk diperbaiki",3
mantap sangat bermanfaat untuk mempelajari bahasa manapun tanpa bosan,5
okkkk,5
sangat bagussss,5
bagus banget😊,5
"Bagus sekali,saya baru bermain 3 hari dan sudah lumayan bahasa inggris saya, duolingo is the best👍🏻",5
"duolingo its very nice, i love you",5
Bagus untuk anak yang mau belajar bahasa ingris❤,5
seruu dan asik bermain game sambil belajar,5
aplikasi yng sangat membantu dalam mempelajari bahas asing.,5
"bagus banget aplikasinya, makasih ya. tapi tambahin bahasa arab dong, karna belum ada untuk bahasa arab",5
bagus saya belajar bahasa jepang jadi lumayan lancar,5
sangat bermanfaat :>,5
keren,5
bagusss bangett plisss,5
good,5
"duolingo aplikasi menyenangkan, maskotnya lucu",5
membuat aku pintar,4
"good... belajarnya seru, ngertinya cepet, memudahkan pula. iklannya jadi banyak",4
aku bisa bahasa Inggris sedikit dengan sedikit,5
"cara memberi pelajaran nya mudah di pahami, tapi saat mau up ke mode super malah eror mulu. jadi kurang puas belajar nya karna eror",4
Bagus buat kita inggris.,5
please fix the bug because i want get more heart but the ADS is not available,1
"bagus banget aplikasi ini, baru beberapa hari pakai langsung paham ,hehe",5
"nyoba 2kali, trs di hapus lg.. tiba2 liat di dana, berkurang uang nya pdhl ga ngerasa ikut berlangganan.. gmn ini😭😭, mana gede 500rb ke ptong nya. tolong refund",1
bagus banget,5
ya.bagus untuk yang mau belajar bahasa inggris debes👍🤩,5
aku makin bisa berbicara,5
"pelajaran yang dengerin podcast singkat gitu banyakin dong,seru soalnya 😁🙏",5
yes bagus,5
bagusss,5
"bagus mudah dipahami dan simple. tapi kurang nya tolong tambahkan saran & kritik di aplikasi, supaya dapat mengerti apa yang di butuhkan dan tidak dibutuhkan",5
seruuu banget belajar serasa main game😆,5
"apknya baguss, mohon di tingkatkan lagi pelajarannya",4
"well i learn how to using Japanese word, and this app its fun actually,and also i learn much more easy",5
kenapa gak bisa ngasih bintang 0 ya?,1
"belajar jadi seru, biasa bikin ngantuk🗿",5
Duolingo bisa mengajarkan berbagai bahasa,5
good👍❤️,5
sangat bagus! aku suka,5
bagus dan belajar bermain,5
bagus banget,5
saya anggap ini memang bagus dan saya bisa belajar bahasa Inggris dan lainnya tapi join Beta nya udh penuh tapi gpp deh yg penting bisa belajar banyak udh segitu aja ya😆😆😆😆,5
i like it,5
Seru banget tapi aku kasih bintang segini aja soalnya mata pelajarannya gak bisa di ganti .,4
memudahkan buat belajar,5
seru and membantu bangettt,5
sangat membantu! wajid download sih!🙌🏻,5
"sangat membantu terimkasih, nanti kalo saya udah bisa bole kali berangkat tin ke Japang hihihi(becanda)",5
mantep,5
sangat banyak ilmu yang saya dapatkan di Duolingo 😻‼️,5
aplikasi ini sangat bagus kalau kita belajar bahasa inggris di sini kita mudah untuk mempelajari nya,5
nice to learning,5
"apk ini sangat berguna, saya yang awalnya tidak tahu bahasa Jerman sekarang bisa sedikit demi sedikit, next saya akan belajar bahasa yg lain😍⭐⭐⭐⭐⭐",5
bagus sekalii,5
i rly love duolingo cuz it makes learning other languages very ez,5
baguss membantu lgi jdi aku bisa bahasa lainnya 🤭,5
"apk nya bagus, cocok bgt buat belajar bahasa terutama bahasa Inggris",5
very good,5
bagus,4
"Sangat sangat membantu sekali, thanks",5
sangat membantu,5
"Duolingo is the best game,,thank you so much for help me to learn english",5
keren,5
keren,5
"bagus, aku yang tadinya gk bisa bahasa Inggris sekarang jadi bisa💓💓💓",5
good,5
muantap pyol,5
aplikasi nya sangat membantu untuk belajar sambil bermain,5
aplikasi bgus untuk belajar bahasa Inggris,5
lucu,5
"KERENNN BANGEET, SERUUU JUGAAA.. SERING BUKA APK DUOLINGO SETIAP ADA WAKTU LUANG",5
"aplikasi nya sangat bagus,duolingo mengajar kan ku bahasa Inggris,aku perlahan lahan mengerti bahasa inggris",5
seru bangett permainan nya bikin kita jadi ingett tentang mata pelajaran Inggris dan DLL,5
"yes, it's very good..i like this game🤩😍",5
bagus,5
menyenangkan,5
bikin jadi pandai dan lihai di bahasa apapun tapi lebih bagus beli yang premium yang biasa banyak iklan tapi tak apa saya suka 🤩,5
bagus lah,5
sangat menyenangkan,5
"game ini sangat seru dan si duo itu lucu sekali, membuat saya pintar pri bahasa ,game ini mengisi waktu gabut saya dan saya sangat senang ketika si duo memimpikan saya😆 dan saya sangat sayang kepada duolingo 🥰🤭",5
sangat cocok untuk belajar dimana saja,5
karna bisa membantu belajar bahasa lainn aku sangat sukaa aku jadi bisa Bahasa Inggris karna Duolingo terimakasih Duolingo,5
"Duolingo sangat mantap buat belajar bahasa dari step by step, fitur-fiturnya oke dan cocok jadi aplikasi belajar buat semua orang.",5
I love this game I can speak with American people's now!,5
sangat jelek,5
"ada beberapa pertanyaan yang jawabannya tidak ada dipilhan. akibatnya kesempatan saya habis dan tidak bisa lanjut ke babak berikutnya. tolong diperbaiki, ini sangat merugikan saya",2
baguss gra² inii nilaii b inggris ku 100,5
"tolong untuk bahasa Jepang nya di perbaiki lagi. banyak kosakata yang ga sesuai contohnya: 1. kosakata yang di terjemahkan ""saya pengacara"">di duolingo menjadi ""bengoshidesu/べんごしです"">yang seharusnya nya menjadi ""watashi ha bengoshidesu/私はべんごしです"" kalo cuma ""bengoshidesu"" doang ya itu ""pengacara"" doang ga harus ada saya nya 2. *sushi desu* yang seharusnya adalah sushi doang bukan ""ini sushi"". kalo ""ini sushi"" harus nya (Kore wa sushi desu/これはすしです) mohon maaf sebelumnya kepada pihak duolingo 🙏",3
bagus banget,5
sangat membantu saya untuk belajar 👍,5
"bagus banget aku suka main duolinggo ini berkat ini saya bisa bahasa inggris seperti water=air milk=susu with=dengan dan lain lain saya sangat suka main ini seru banget bisa melatih kecerdasan anak seperti saya dari awal nya tidak bisa sekarang bisa temen aku aja sampai suka juga aku juga suka duolingo ini,duolingo ini rasa nya bukan permainan tapi kaya belajar ini aplikasi ini bagus banget saya pas pulang sekolah langsung main ini bentar soal nya seru banget,bagus banget sih aku sangat suka",5
top bgt psn,5
enak di an menggasah kemampuan saya untuk berbicara bahasa. jepang😆,5
Bagus,5
menambah ilmu,5
kerja bagus,5
seru buat aku terhibur,5
"saya awal nya tidak bisa bahasa manjadi bisa karna Duolingo, ayo belajar bahasa dengan Duolingo",5
aplikasi yang sangat bagus dan membuat kita bisa belajar bahasa di luar negeri,5
bagus,5
"seru! bukan hanya bahasa, tpi pelajaran akademis juga ada! menyenangkan!",5
sangat luar biasa membantu pelajaran,5
👍🏾👍🏾👍🏾,5
bagus,5
mudah dimengerti 👍👍👍,5
tidak membosan kan,5
yang kurang itu cara mempelajari susunan katanya dan tulisannya,5
tolong dikasih fitur chatting antar sesama teman 🥲🙏,3
Duolingo ini bisa mengajar saya lebih cepat bahasa Inggris👏🏻😍,5
belajar dengan seruu,5
game ini bisa buat belajar Dan bagus,5
Aplikasinya sangat membantu 👍,5
mudah di pahami,5
seru banget bisa belajar banyak bahasa dan mudah dipahami,5
"Seru, bagus, dan bermanfaat sekali aplikasinya",5
seru dan fantastik,5
ini sangat mem bantu saya,4
"sangat bagus,dan menyenangkan, belajar sekarang semakin seru! di doulingo!",5
mendukung lgbt,1
aplikasi ini seru banget jadi ketagihan soalnya sudah seperti di sekolah.,5
